mae,rmse,r2,mean_pinball,picp_90,mpiw_90,picp_80,mpiw_80,picp_50,mpiw_50,pinball_q05,pinball_q10,pinball_q25,pinball_q50,pinball_q75,pinball_q90,pinball_q95,target,horizon,split
0.940078895071542,1.3710651137001348,0.9994439018826772,0.2674095504485578,93.48171701112878,4.346118938791732,84.06200317965023,3.1949842607313204,54.451510333863276,1.5814928457869624,0.1229598718203497,0.2096433346581876,0.38077330087440364,0.470039447535771,0.3666569455484896,0.20203752384737692,0.1197564288553261,Mag_heading,1,train
2.0828749999999987,2.8710565040655367,0.9478775958273745,0.6400019470899466,79.62962962962963,6.504144166666667,63.51851851851852,4.542706111111113,37.22222222222222,2.243671759259257,0.3112658240740743,0.4999555740740739,0.8382531249999995,1.0414374999999993,0.8805018518518508,0.557511703703703,0.3510880509259254,Mag_heading,1,val
12.240394248608531,16.621954266448327,0.12276617119216404,5.175421097270076,25.231910946196663,8.700290445269015,16.14100185528757,5.931488126159562,7.977736549165121,3.1518872912801466,4.200451590909092,4.8676229499072345,5.658799628942486,6.120197124304266,5.753843344155843,5.107434768089051,4.519598274582559,Mag_heading,1,test
0.9206265898251187,1.320656478002325,0.999484094298966,0.2620623918351125,94.0779014308426,4.29600162957075,84.30047694753577,3.1916919316375205,53.21939586645469,1.5838461844197136,0.12099075317965023,0.2045333744038156,0.37041238573131985,0.46031329491255935,0.3643103885135135,0.19871912559618457,0.11515742050874431,Mag_heading,3,train
2.0779944444444456,2.926685360608482,0.9460561751129637,0.6605354305555554,78.70370370370371,6.1734838888888905,64.07407407407408,4.530233333333333,38.88888888888889,2.1094671296296257,0.3377487037037036,0.5302847592592596,0.8734596064814809,1.0389972222222228,0.8939437499999997,0.5692544999999993,0.38005947222222203,Mag_heading,3,val
11.814937616387336,16.09494102789261,0.17414076468908646,5.057179823091248,25.884543761638735,7.961918528864062,19.180633147113593,6.0303497206703875,7.4487895716946,2.7980749534450644,4.3275102327746735,4.825877988826815,5.591782122905029,5.907468808193668,5.5595364292364975,4.82067970204842,4.3674034776536335,Mag_heading,3,test
0.9068962639109697,1.3144760254120835,0.999488871625872,0.259199768907563,93.48171701112878,4.242552762321144,83.86327503974563,3.1515257551669316,53.13990461049285,1.5588089228934825,0.11852540143084253,0.20270786565977736,0.3636112132352942,0.45344813195548483,0.3600181836248012,0.19887098171701123,0.11721660472972992,Mag_heading,5,train
2.24751759259259,3.1325365790332707,0.9380444462381304,0.7235929232804228,75.92592592592592,6.0708288888888875,62.96296296296296,4.478410555555556,35.0,2.0857944444444456,0.3822566666666664,0.5806482222222221,0.935424421296296,1.123758796296295,0.9703991898148143,0.6310880185185186,0.44157514814814763,Mag_heading,5,val
11.5565476635514,15.525368801284165,0.22902868978970758,5.008751340453939,24.11214953271028,7.288932897196257,18.50467289719626,5.597197943925232,7.663551401869159,2.652329906542051,4.2131342429906535,4.681432504672897,5.420734112149534,5.7782738317757,5.534882943925235,4.902123925233643,4.530677822429906,Mag_heading,5,test
0.4058744038155826,0.5208269950223762,0.9999995141178428,0.12020691431978188,96.86009538950715,2.206352662957047,90.50079491255963,1.6921826709061896,62.16216216216216,0.8782142289348058,0.05856288453894887,0.09578469395866246,0.16585241951510338,0.2029372019077913,0.163137147257554,0.09577367647058814,0.05940037658982503,TOF_Alt,1,train
0.5947370370370337,0.7406985947963807,0.9999994602222849,0.17171220370370463,90.18518518518519,2.5278475925926167,80.55555555555556,2.0167374074074074,53.51851851851852,1.1299453703703952,0.07796520833333366,0.13411755555555435,0.24157858796296622,0.29736851851851687,0.24049571759259353,0.13383859259259406,0.07662124537037374,TOF_Alt,1,val
0.5636576994434724,0.6925016657381738,0.9999997587652808,0.16188173800690614,93.69202226345084,2.612244434137352,85.52875695732838,2.085656957328467,57.69944341372912,1.1565491651206024,0.07627500000000066,0.13082992578849595,0.22846463358071034,0.2818288497217362,0.227231099257925,0.11842890538034893,0.07011375231912605,TOF_Alt,1,test
0.5007180047694816,0.7074404954134914,0.9999991007096038,0.16184321087894776,99.60254372019078,3.534590699523082,97.33704292527821,2.65712607313197,73.13195548489666,1.3258263116057376,0.08773363573132052,0.1363147734499214,0.21777347476152548,0.2503590023847408,0.21394472873609366,0.1368546303656612,0.08992223072337119,TOF_Alt,3,train
1.0215611111111358,1.3037555596273949,0.9999983348696063,0.32041285185185525,93.7037037037037,5.684855925925969,86.85185185185185,4.368119814814928,61.48148148148148,2.3685277777778833,0.15463308796296488,0.26312009259259744,0.4672543981481414,0.5107805555555679,0.43039097222222594,0.2559157777777881,0.16079507870370055,TOF_Alt,3,val
0.9576014897581124,1.2092813439044854,0.9999992595024265,0.30686282854485464,96.2756052141527,5.946554562383596,90.68901303538175,4.573991992551355,64.80446927374301,2.4451494413408685,0.15153857076351096,0.25563668528865036,0.44159788175052345,0.4788007448790562,0.4174920856611246,0.24474258845436161,0.1582312430167548,TOF_Alt,3,test
0.6376554054054323,0.9806127257817276,0.9999982665890852,0.19819976365546657,99.6422893481717,4.195622078696445,96.82034976152623,3.1281847376789433,71.70111287758345,1.557571939586691,0.10358886923688712,0.1620259817170121,0.26646040341812927,0.31882770270271615,0.26665952901431406,0.16254694356120886,0.10728891593799839,TOF_Alt,5,train
1.372471296296343,1.7143191417899766,0.9999971333140798,0.4112548941799018,95.92592592592592,7.8352831481482506,90.0,5.9317700000000935,60.92592592592593,2.9159953703703683,0.21157247685185204,0.3354919444444561,0.5561077546296268,0.6862356481481715,0.5462910879629719,0.3358526481481599,0.20723269907407385,TOF_Alt,5,val
1.268659813084257,1.578966852563988,0.9999987291329465,0.39394317823767366,97.94392523364486,8.05912747663557,94.39252336448598,6.2286734579439536,63.55140186915887,3.0236696261682865,0.2124890373831875,0.33771084112150496,0.5287240654205569,0.6343299065421285,0.5262610981308999,0.31612192523365995,0.2019653738317778,TOF_Alt,5,test
