target,horizon,iter,mean_test_mae,std_test_mae,mean_train_mae,gen_gap,n_estimators,max_depth,min_samples_leaf,min_samples_split,max_features,max_samples,is_best,params
TOF_Alt,5,3,1.522649345335527,0.8018907232190965,0.5577370426511139,0.9649123026844131,160,,6,4,0.55,0.75,False,"{""n_estimators"": 160, ""min_samples_split"": 4, ""min_samples_leaf"": 6, ""max_samples"": 0.75, ""max_features"": 0.55, ""max_depth"": null, ""bootstrap"": true}"
TOF_Alt,5,4,1.6088349018003427,0.8010248699191951,0.789358630644065,0.8194762711562777,250,18.0,15,32,0.4,0.75,False,"{""n_estimators"": 250, ""min_samples_split"": 32, ""min_samples_leaf"": 15, ""max_samples"": 0.75, ""max_features"": 0.4, ""max_depth"": 18, ""bootstrap"": true}"
TOF_Alt,5,5,1.5576254091653263,0.8318562046930769,0.7667984870737974,0.7908269220915289,120,6.0,6,8,0.7,0.75,False,"{""n_estimators"": 120, ""min_samples_split"": 8, ""min_samples_leaf"": 6, ""max_samples"": 0.75, ""max_features"": 0.7, ""max_depth"": 6, ""bootstrap"": true}"
TOF_Alt,5,6,1.5397943944353671,0.8169516181513672,0.7301508113246012,0.8096435831107659,80,12.0,10,24,0.7,0.75,False,"{""n_estimators"": 80, ""min_samples_split"": 24, ""min_samples_leaf"": 10, ""max_samples"": 0.75, ""max_features"": 0.7, ""max_depth"": 12, ""bootstrap"": true}"
TOF_Alt,5,7,1.3762542962356967,0.5253264903038316,0.7528352350205925,0.6234190612151043,120,14.0,2,32,0.4,0.6,True,"{""n_estimators"": 120, ""min_samples_split"": 32, ""min_samples_leaf"": 2, ""max_samples"": 0.6, ""max_features"": 0.4, ""max_depth"": 14, ""bootstrap"": true}"
TOF_Alt,5,8,1.5629869067103055,0.8530585237778195,0.8962508213041332,0.6667360854061722,300,18.0,30,32,0.85,,False,"{""n_estimators"": 300, ""min_samples_split"": 32, ""min_samples_leaf"": 30, ""max_samples"": null, ""max_features"": 0.85, ""max_depth"": 18, ""bootstrap"": true}"
TOF_Alt,5,9,1.566993044189864,0.8488365762761849,0.686283284201378,0.8807097599884861,200,8.0,10,16,0.55,,False,"{""n_estimators"": 200, ""min_samples_split"": 16, ""min_samples_leaf"": 10, ""max_samples"": null, ""max_features"": 0.55, ""max_depth"": 8, ""bootstrap"": true}"
TOF_Alt,5,10,1.6297894844517422,1.0104032061650459,0.8274385947508167,0.8023508897009255,160,12.0,20,12,1.0,,False,"{""n_estimators"": 160, ""min_samples_split"": 12, ""min_samples_leaf"": 20, ""max_samples"": null, ""max_features"": 1.0, ""max_depth"": 12, ""bootstrap"": true}"
TOF_Alt,5,11,1.5408510638297908,0.7981945774488449,0.751948518095156,0.7889025457346348,200,22.0,15,16,0.55,0.95,False,"{""n_estimators"": 200, ""min_samples_split"": 16, ""min_samples_leaf"": 15, ""max_samples"": 0.95, ""max_features"": 0.55, ""max_depth"": 22, ""bootstrap"": true}"
TOF_Alt,5,12,1.5763565875613703,0.805829580169183,0.739165815758288,0.8371907718030823,160,22.0,10,12,0.4,0.6,False,"{""n_estimators"": 160, ""min_samples_split"": 12, ""min_samples_leaf"": 10, ""max_samples"": 0.6, ""max_features"": 0.4, ""max_depth"": 22, ""bootstrap"": true}"
TOF_Alt,5,13,1.6947221767594165,0.6267299316602413,0.9461488243244791,0.7485733524349374,120,6.0,15,12,sqrt,0.85,False,"{""n_estimators"": 120, ""min_samples_split"": 12, ""min_samples_leaf"": 15, ""max_samples"": 0.85, ""max_features"": ""sqrt"", ""max_depth"": 6, ""bootstrap"": true}"
TOF_Alt,5,14,1.51768228314241,0.8619759165880204,0.3547940490969925,1.1628882340454174,300,18.0,4,8,0.85,0.95,False,"{""n_estimators"": 300, ""min_samples_split"": 8, ""min_samples_leaf"": 4, ""max_samples"": 0.95, ""max_features"": 0.85, ""max_depth"": 18, ""bootstrap"": true}"
TOF_Alt,5,15,1.4846170212766074,0.4456834883996488,0.7941842585077277,0.6904327627688798,200,22.0,2,48,sqrt,,False,"{""n_estimators"": 200, ""min_samples_split"": 48, ""min_samples_leaf"": 2, ""max_samples"": null, ""max_features"": ""sqrt"", ""max_depth"": 22, ""bootstrap"": true}"
TOF_Alt,5,16,1.6145804009819993,0.7833518823519608,0.8802640149798776,0.7343163860021217,300,22.0,20,32,0.4,0.6,False,"{""n_estimators"": 300, ""min_samples_split"": 32, ""min_samples_leaf"": 20, ""max_samples"": 0.6, ""max_features"": 0.4, ""max_depth"": 22, ""bootstrap"": true}"
